Tytuł,Opis,Cena,Metraż
Grzegórzki ul Grzegórzecka,Kraków,597000,39.0
Wola Ogrodowa,Warszawa,367000,27.25
Nowa Huta Czyżyny ul Sołtysowska,Kraków,943680,78.64
Krowodrza Lubelska,Kraków,286000,19.0
Ursus ul Posag 7 Panien,Warszawa,299000,31.0
Nowa Huta os Krakowiaków,Kraków,599000,92.5
Grzegórzki Olsza,Kraków,387000,35.0
Nowe Miasto Chartowo ul abp Walentego Dymka,Poznań,579000,64.85
Prądnik Biały Henryka Pachońskiego,Kraków,439999,53.0
Grzegórzki ul Dąbska,Kraków,662284,67.58
BieżanówProkocim Prokocim,Kraków,535000,64.64
Wzgórza Krzesławickie os Na Stoku,Kraków,469000,52.48
Mokotów Sadyba ul Bolesława Limanowskiego,Warszawa,779800,81.0
Nowe Miasto Polanka 2,Poznań,718707,82.61
Bronowice,Kraków,520000,59.95
Stare Miasto Winogrady Winogrady Piątkowo NaramowiceulSerbsk,Poznań,447525,59.0
Żoliborz Plac Czesława Niemena 1,Warszawa,1020000,51.45
Zwierzyniec Wola Justowska,Kraków,468000,36.0
Prądnik Biały,Kraków,418861,47.4
Dębniki prof Michała Bobrzyńskiego,Kraków,734999,69.0
Mokotów Dolna,Warszawa,1460000,98.0
Dębniki Ludwinów Komandosów,Kraków,675000,60.0
PragaPołudnie Ostrobramska,Warszawa,613000,59.1
Bielany Chomiczówka,Warszawa,549000,59.64
Stare Miasto Naramowice ul Czarnucha,Poznań,491012,69.45
Jeżyce Strzeszyn Tadeusza Mikke,Poznań,500216,70.47
Zwierzyniec Wola Justowska ul Królowej Jadwigi,Kraków,1240000,105.0
Podgórze Leona Petrażyckiego,Kraków,496800,92.0
Wola,Warszawa,367000,28.0
Ursus Gierdziejewskiego,Warszawa,393000,44.62
Grzegórzki Grzegórzecka,Kraków,774300,53.4
Grzegórzki,Kraków,655326,66.87
Bemowo Szczotkarska,Warszawa,586000,56.0
Mokotów Dolny Mokotów ul Barcelońska,Warszawa,315000,31.0
Białołęka,Warszawa,355000,46.0
Wilanów Franciszka Klimczaka,Warszawa,1390000,126.73
Swoszowice Opatkowice,Kraków,375000,50.0
Bemowo Pełczyńskiego,Warszawa,595000,48.7
Nowa Huta os Spółdzielcze,Kraków,388000,52.0
PragaPołudnie Al Stanów Zjednoczonych,Warszawa,520000,52.31
PragaPółnoc,Warszawa,539000,41.0
Podgórze Duchackie,Kraków,349000,37.85
Mokotów Służewiec Cybernetyki,Warszawa,950000,85.0
Nowa Huta Czyżyny ul Sołtysowska,Kraków,322905,31.35
Nowe Miasto Milczańska,Poznań,415000,42.17
Stare Miasto Piątkowo Os Stefana Batorego,Poznań,395000,52.7
Bielany Jana Kasprowicza,Warszawa,700000,51.1
Podgórze Duchackie Walerego Sławka,Kraków,329000,35.35
Podgórze Zabłocie Tadeusza Romanowicza,Kraków,519000,37.0
Wola ul Wolska,Warszawa,335000,25.01
Podgórze,Kraków,540000,99.83
Stare Miasto Kleparz,Kraków,1500000,122.07
Grunwald Górczyn ul Romana Dmowskiego,Poznań,496600,65.27
Prądnik Biały Azory Eljasza Walerego Radzikowskiego,Kraków,515000,56.0
Podgórze Zabłocie Stanisława Klimeckiego,Kraków,469000,38.97
Białołęka Antalla,Warszawa,599999,60.6
Mokotów,Warszawa,2995333,165.0
Ursynów,Warszawa,575000,52.7
PragaPołudnie Gocław,Warszawa,600704,58.73
Grunwald ul Słoneczna,Poznań,479000,52.43
Grunwald Górczyn Jakuba Krauthofera,Poznań,425200,59.79
Grzegórzki ul Fabryczna,Kraków,457785,33.91
Jeżyce Strzeszyn,Poznań,413000,57.0
Śródmieście,Warszawa,989000,54.0
Podgórze Rzemieślnicza,Kraków,639000,64.89
Stare Miasto,Kraków,1160000,124.3
Wilanów al Rzeczypospolitej,Warszawa,1250000,75.0
Mokotów ul Domaniewska 34B,Warszawa,1001800,79.41
Bieńczyce os Strusia,Kraków,307000,36.6
Grzegórzki Fabryczna,Kraków,915000,77.57
Stare Miasto Naramowice,Poznań,689000,107.0
Zwierzyniec Podłącze,Kraków,750000,52.74
Nowe Miasto Śródka ul ks Zdzisława Bernata,Poznań,374191,50.97
Podgórze,Kraków,360000,34.0
Stare Miasto ul Mikołaja Zyblikiewicza,Kraków,960000,95.19
Śródmieście Złota,Warszawa,3300000,104.0
Mokotów ul Cybernetyki 7,Warszawa,965000,71.94
Wola ul Marcina Kasprzaka,Warszawa,628000,51.0
Podgórze Łużycka,Kraków,435000,58.51
Bielany,Warszawa,475000,47.0
Bieńczyce,Kraków,307000,36.6
Stare Miasto Zyblikiewicza,Kraków,299000,18.3
Mokotów ul Domaniewska 34B,Warszawa,438400,29.8
Podgórze Zabłocie,Kraków,385344,35.68
Nowa Huta Czyżyny Nowohucka 46,Kraków,387624,41.68
Grzegórzki ul Ariańska,Kraków,381168,26.0
Białołęka Głębocka,Warszawa,480000,48.0
Bronowice Eljasza Walerego Radzikowskiego,Kraków,360000,34.0
Wola Górczewska,Warszawa,484000,45.0
Bemowo ul Jana Blatona,Warszawa,515000,52.0
Bemowo,Warszawa,440000,30.0
Bemowo Chrzanów Lazurowa,Warszawa,550000,56.61
Stare Miasto Umultowo,Poznań,498000,71.0
Ursynów ul Rumby,Warszawa,1129000,113.3
Krowodrza Marii Jaremy,Kraków,425000,38.0
Centrum,Warszawa,339000,18.0
Śródmieście Złota,Warszawa,1490000,111.0
Nowa Huta os Piastów,Kraków,369000,47.0
Stare Miasto Piątkowo ul Mateckiego,Poznań,313196,43.56
Nowa Huta Czyżyny Nowohucka 46,Kraków,601236,70.32
Żoliborz,Warszawa,1150000,78.5
Wilanów ul Jana III Sobieskiego,Warszawa,569600,64.0
Nowe Miasto Polanka 2,Poznań,677402,82.61
PragaPołudnie Grochów Aleja Waszyngtona 102,Warszawa,490000,46.0
Grunwald Jeleniogórska 13,Poznań,512898,70.26
Białołęka,Warszawa,660000,58.0
BieżanówProkocim Złocień Agatowa,Kraków,350000,45.0
Mistrzejowice Osiedle Kalinowe 21,Kraków,280000,36.02
Podgórze,Kraków,610000,38.0
Mokotów Stegny Egejska,Warszawa,719000,65.0
Stare Miasto Piątkowo ul Teofila Mateckiego,Poznań,639880,94.1
Bronowice ul Bronowicka 5,Kraków,1015590,83.94
Śródmieście Powiśle,Warszawa,1150000,72.9
Mokotów Górny Mokotów Jana Karola Chodkiewicza,Warszawa,1850000,102.11
Ursynów,Warszawa,1190000,187.5
Wola,Warszawa,600000,30.0
Podgórze ul Stanisława Klimeckiego,Kraków,469000,40.06
Wola Muranów,Warszawa,1021259,77.49
Podgórze ul Stanisława Klimeckiego,Kraków,749000,74.67
Podgórze Konrada Wallenroda,Kraków,440000,57.0
Śródmieście,Warszawa,735000,48.86
Białołęka ul Leona Berensona,Warszawa,312900,38.0
PragaPołudnie Gocław ul gen Tadeusza BoraKomorowskiego,Warszawa,449000,53.7
Ursus,Warszawa,599900,68.0
Śródmieście Centrum ul Szlak,Kraków,899000,60.07
Jeżyce ul Sochaczewska,Poznań,359000,42.0
PragaPołudnie,Warszawa,329900,28.0
Stare Miasto Szeroka,Kraków,1290000,84.0
Mokotów Górny Mokotów,Warszawa,499000,56.0
Bemowo Morcinka 3,Warszawa,625000,50.5
Jeżyce Sołacz,Poznań,769000,97.0
Jeżyce Winiary,Poznań,566835,71.3
Dębniki Ruczaj Bułgarska,Kraków,458000,42.59
Białołęka,Warszawa,476226,51.95
PragaPołudnie Gocławek,Warszawa,748000,92.5
Ursynów Ernesta Malinowskiego,Warszawa,670000,60.5
Ochota Stara Ochota Białobrzeska,Warszawa,795000,55.0
Nowe Miasto Starołęka,Poznań,327015,44.51
Mistrzejowice os Bohaterów Września,Kraków,240000,25.4
Prądnik Biały Górka Narodowa ul ks Józefa Meiera,Kraków,283000,31.51
Stare Miasto Naramowice Karpia 19,Poznań,429000,45.62
Śródmieście ul Marcina Kasprzaka,Warszawa,370000,36.0
Śródmieście ul Grzybowska,Warszawa,550000,48.0
Nowe Miasto Malta ul Katowicka,Poznań,659678,90.99
Ursynów ul Xawerego Dunikowskiego,Warszawa,750000,63.5
Nowe Miasto Zawady Studzienna,Poznań,297269,39.62
Krowodrza Kazimierza Wielkiego,Kraków,599850,46.5
Stare Miasto Al Niepodległości,Poznań,375586,38.14
Mokotów,Warszawa,387500,31.0
Śródmieście,Warszawa,590000,38.0
Mokotów Czerniaków Bartycka,Warszawa,720000,61.2
Rembertów Kawęczyn,Warszawa,224600,25.24
Targówek ul Samarytanka,Warszawa,349000,34.47
Białołęka ul Kąty Grodziskie,Warszawa,421379,59.77
Śródmieście Śródmieście Południowe Jana Matejki,Warszawa,2500000,96.0
Prądnik Biały Górka Narodowa Siewna,Kraków,963000,78.0
Bielany ul Rudzka 5,Warszawa,441200,27.79
Grunwald,Poznań,369000,41.6
Nowa Huta Czyżyny Centralna,Kraków,445000,50.0
Podgórze Płaszów Myśliwska,Kraków,417000,56.05
Ochota,Warszawa,1050000,65.0
Śródmieście,Warszawa,6450000,164.87
Prądnik Biały,Kraków,449208,54.73
Bemowo ul Wrocławska,Warszawa,535000,57.0
Grzegórzki ul Fabryczna,Kraków,475741,35.77
Dębniki Ruczaj dr Jana Piltza,Kraków,569000,50.71
Podgórze Zabłocie,Kraków,569000,54.66
Rembertów Odbierz klucze szybko Wysoki standard,Warszawa,449901,66.07
Podgórze Duchackie ul Walerego Sławka,Kraków,389000,38.86
Podgórze Bonarka Puszkarska,Kraków,438874,40.78
Bielany ul Rodziny Połanieckich,Warszawa,690489,53.35
Mokotów,Warszawa,589000,58.4
Prądnik Biały ul Macieja Słomczyńskiego,Kraków,365000,47.0
Grzegórzki ul Fabryczna,Kraków,887490,65.74
Śródmieście Śródmieście Północne,Warszawa,820000,63.57
Grunwald,Poznań,375000,49.9
Grunwald Jeleniogórska 13,Poznań,294516,36.36
Prądnik Biały Stefana Banacha,Kraków,485135,62.4
Wola,Warszawa,432000,31.0
Nowa Huta Czyżyny ul Sołtysowska,Kraków,352086,34.86
Bemowo Chrzanów gen Meriana C Coopera,Warszawa,565999,66.35
Grunwald Junikowo,Poznań,690000,154.6
Ursynów Kłobucka,Warszawa,620000,46.45
Nowe Miasto Główna Smolna 10,Poznań,463680,64.4
Białołęka ul Flisaków,Warszawa,310000,42.29
PragaPołudnie,Warszawa,835000,66.0
Mokotów Piaseczyńska,Warszawa,749000,58.13
Żoliborz,Warszawa,1380000,75.03
Wzgórza Krzesławickie ul Architektów,Kraków,329000,47.26
Wzgórza Krzesławickie ulGustawa Morcinka,Kraków,374418,61.38
Podgórze Zabłocie Stanisława Klimeckiego,Kraków,709000,69.64
Swoszowice Opatkowice ul Jerzego Smoleńskiego,Kraków,259594,32.86
Grunwald,Poznań,295000,40.5
Mokotów Górny Mokotów ul Fryderyka JoliotCurie,Warszawa,1220000,82.0
Jeżyce Smochowice,Poznań,892100,162.2
Nowa Huta Czyżyny ul Woźniców,Kraków,659548,71.69
wielkopolskie,Poznań,424000,51.0
PragaPółnoc Stara Praga,Warszawa,1600000,90.5
Włochy Nowe Włochy,Warszawa,549000,51.11
Wilda Dębiec,Poznań,499000,52.18
PragaPółnoc Nowa Praga Czynszowa,Warszawa,395000,35.4
Mistrzejowice Piastów,Kraków,479463,67.53
Stare Miasto Szpitalna,Kraków,2203500,84.75
Grzegórzki ul Fabryczna,Kraków,1057910,88.9
Nowa Huta Czyżyny Nowohucka 46,Kraków,479320,52.1
Prądnik Biały Górka Narodowa,Kraków,335000,37.0
Nowa Huta Czyżyny Nowohucka 46,Kraków,438748,47.69
Podgórze Duchackie ul Kordiana,Kraków,580000,91.87
Wzgórza Krzesławickie,Kraków,290000,42.6
PragaPołudnie Gocławek ul Korkowa,Warszawa,542332,64.95
Bielany Marymont Ul Słowiańska 23,Warszawa,815850,54.39
Wilanów Franciszka Klimczaka,Warszawa,2450000,180.0
Dębniki Ruczaj,Kraków,385000,36.68
Prądnik Biały Kuźnicy Kołłątajowskiej,Kraków,335000,37.0
Stare Miasto Skawińska,Kraków,979000,103.6
Prądnik Czerwony Promienistych,Kraków,417000,43.04
Wilanów ul Sarmacka,Warszawa,1200000,87.0
Nowe Miasto Starołęka,Poznań,275040,38.0
Krowodrza,Kraków,1230000,131.0
Grzegórzki Olsza Pilotów,Kraków,750000,56.3
Podgórze,Kraków,1125000,86.0
PragaPołudnie Gocław,Warszawa,573144,46.82
PragaPołudnie Gocław,Warszawa,423300,45.01
Prądnik Czerwony Reduta,Kraków,425000,32.0
Wilanów,Warszawa,691485,63.9
Bronowice Bronowice Małe,Kraków,399000,28.46
Jeżyce ul Poznańska,Poznań,445000,61.87
Stare Miasto Naramowice ul Czarnucha,Poznań,335257,48.1
Prądnik Biały ul Stefana Banacha,Kraków,410265,50.65
Białołęka Tarchomin,Warszawa,519072,56.9
Rembertów ul Chełmżyńska,Warszawa,488307,70.26
Krowodrza,Kraków,455000,51.0
Nowa Huta Czyżyny Nowohucka 46,Kraków,404177,42.77
Bielany ul Rudzka 5,Warszawa,913700,72.46
Wola ul Marcina Kasprzaka,Warszawa,235000,19.0
Wilda Dębiec Łozowa,Poznań,358900,47.4
Grunwald Jeleniogórska 13,Poznań,420122,53.18
Ursus,Warszawa,199000,19.0
PragaPółnoc Stara Praga ul Olszowa,Warszawa,399000,37.0
małopolskie,Kraków,470000,100.0
Prądnik Czerwony,Kraków,525000,64.0
Mistrzejowice ul Piasta Kołodzieja,Kraków,390150,45.9
Białołęka Przyrodnicza,Warszawa,297000,34.0
Nowa Huta Czyżyny ul Sołtysowska,Kraków,357120,38.4
ŁagiewnikiBorek Fałęcki Łagiewniki Żywiecka,Kraków,647000,67.0
Stare Miasto,Kraków,400000,32.21
Białołęka,Warszawa,280000,30.0
Żoliborz,Warszawa,620000,41.5
Bielany ul Rudzka 5,Warszawa,582900,41.31
Bemowo Millera,Warszawa,609000,62.5
Ursus,Warszawa,744285,85.6
Ursynów ul Nowoursynowska,Warszawa,1100000,93.0
Stare Miasto Krowoderska,Kraków,715000,65.5
PragaPołudnie Janusza Meissnera,Warszawa,830000,84.5
Podgórze Duchackie Kurdwanów Kordiana,Kraków,599000,82.6
Bielany ul Rudzka 5,Warszawa,701500,52.93
PragaPołudnie Grochów Grenadierów,Warszawa,605820,52.68
Prądnik Biały Górka Narodowa Meiera,Kraków,495000,59.0
Stare Miasto Zwierzyniecka,Kraków,895000,59.0
Bielany ul Wrzeciono,Warszawa,245000,17.5
Śródmieście,Warszawa,480000,30.0
Prądnik Czerwony Dobrego Pasterza,Kraków,408000,33.0
Grunwald Górczyn ul Romana Dmowskiego,Poznań,455700,61.52
Targówek,Warszawa,465000,46.5
Ursus,Warszawa,460000,38.0
Ursus ul Kolorowa,Warszawa,460000,50.0
Stare Miasto Piątkowo Henryka Opieńskiego,Poznań,549000,64.63
Mokotów Górny Mokotów Puławska 16,Warszawa,780000,51.8
Stare Miasto Kazimierz Dajwór,Kraków,627000,43.0
Mokotów Oskara Langego,Warszawa,575000,43.0
wielkopolskie,Poznań,594395,67.99
Jeżyce Podolany,Poznań,550000,63.23
Krowodrza,Kraków,779000,69.0
Ochota Stara Ochota Niemcewicza,Warszawa,489000,45.43
Podgórze Duchackie Wola Duchacka,Kraków,359000,38.86
Grzegórzki,Kraków,1987979,129.51
Krowodrza,Kraków,399000,37.0
Stare Miasto Piekary,Poznań,239900,47.58
Mokotów,Warszawa,469000,37.3
Wola Mirów Grzybowska,Warszawa,1199000,66.63
Jeżyce Strzeszyn Owidiusza,Poznań,850000,146.5
Śródmieście,Warszawa,1285000,76.0
Grzegórzki,Kraków,799000,78.0
Bemowo ul Szeligowska,Warszawa,544000,57.0
BieżanówProkocim Bieżanów,Kraków,406000,40.12
Wawer Marysin Wawerski ul Bluszczowa,Warszawa,542332,64.95
Ursynów al Aleja Komisji Edukacji Narodowej 50,Warszawa,850000,60.0
Stare Miasto Centrum,Poznań,890000,84.81
PragaPołudnie Pustelnicka,Warszawa,430710,41.02
Białołęka Żerań Żerań,Warszawa,453000,65.0
Ochota Niemcewicza,Warszawa,1290000,110.0
Podgórze Płaszów Lipska,Kraków,312146,31.69
Wola Ulrychów Sowińskiego,Warszawa,379000,37.5
Śródmieście Kłopot,Warszawa,1049000,66.0
Ochota Stara Ochota,Warszawa,575000,49.68
Krowodrza Armii Krajowej,Kraków,720000,62.9
Grunwald Jeleniogórska 13,Poznań,449604,65.16
PragaPołudnie Grochowska,Warszawa,1352085,116.3
Mokotów Zajączkowska,Warszawa,1135000,63.68
Mistrzejowice Osiedle Bohaterów Września,Kraków,561000,66.0
Stare Miasto Centrum,Poznań,420000,43.0
Mistrzejowice,Kraków,402979,51.01
Stare Miasto Naramowice ul Czarnucha,Poznań,328446,54.65
Bemowo,Warszawa,685000,65.7
Mokotów,Warszawa,615000,43.7
Nowa Huta,Kraków,361000,56.5
Grzegórzki ul Grzegórzecka,Kraków,437570,32.9
Mokotów,Warszawa,597060,48.15
Mokotów,Warszawa,520000,44.0
Wilanów al Rzeczypospolitej,Warszawa,589000,41.37
PragaPołudnie Grochowska,Warszawa,240647,24.4
PragaPołudnie Gocław,Warszawa,386600,30.81
Wola,Warszawa,740000,61.0
Grunwald Bułgarska,Poznań,379000,59.0
Mokotów Okęcka,Warszawa,485000,46.0
Stare Miasto Naramowice ul Karpia 22,Poznań,358700,52.72
Wola Muranów,Warszawa,697218,53.86
Stare Miasto Centrum Piekary,Poznań,259900,60.49
Mokotów,Warszawa,550000,55.69
Bieńczyce os Kazimierzowskie,Kraków,318000,37.0
Zwierzyniec Wola Justowska Królowej Jadwigi,Kraków,999000,100.0
Podgórze Duchackie Walerego Sławka,Kraków,489000,55.5
Bronowice Wizjonerów,Kraków,399000,28.0
Bronowice Kaspra Żelechowskiego,Kraków,525000,50.0
Bronowice Bronowicka,Kraków,498500,43.9
Ursynów EMalinowskiego,Warszawa,536900,46.8
Prądnik Biały,Kraków,790000,114.72
Stare Miasto Winogrady,Poznań,359000,46.7
Prądnik Czerwony Ugorek Janusza Meissnera,Kraków,765709,85.0
Żoliborz Czarnieckiego ciche winda recepcja 1924 r,Warszawa,895000,53.1
PragaPołudnie gen Augusta Emila Fieldorfa,Warszawa,346000,33.4
Śródmieście ul Mikołaja Kopernika,Warszawa,750000,53.6
Wilanów ul Bruzdowa,Warszawa,497650,52.11
Białołęka Przy Urzędzie Dzielnicy Białołęka,Warszawa,590200,66.63
Grzegórzki,Kraków,345000,37.2
Prądnik Biały Górka Narodowa,Kraków,352440,35.6
Mokotów Sadyba Iwonicka,Warszawa,652818,52.54
Podgórze Duchackie Walerego Sławka,Kraków,729000,84.17
Mistrzejowice ul Piasta Kołodzieja,Kraków,651671,82.49
Wesoła,Warszawa,515000,39.5
Mokotów ul Domaniewska 34B,Warszawa,719500,62.49
Nowe Miasto Polanka 2,Poznań,368950,41.04
Nowa Huta Czyżyny Sołtysowska,Kraków,439000,46.0
Grunwald Górczyn ul Ceglana,Poznań,713895,67.99
PragaPołudnie Grochów Trembowelska,Warszawa,1097000,99.5
Nowe Miasto Rataje Katowicka,Poznań,292500,32.5
Bemowo Chrzanów,Warszawa,811000,83.09
Żoliborz,Warszawa,1650000,115.0
Ochota Rakowiec Aleja Krakowska,Warszawa,1120000,86.1
Podgórze Duchackie ul Walerego Sławka,Kraków,449000,44.26
Dębniki ul Spacerowa,Kraków,997456,160.88
Podgórze Płaszów Myśliwska,Kraków,381000,44.5
Wilda Dębiec,Poznań,460000,53.0
Mokotów Wierzbno,Warszawa,450000,47.0
Targówek Bródno Krakusa,Warszawa,575000,57.6
Mokotów Wierzbno Jana Pawła Woronicza,Warszawa,1384029,121.47
Bielany,Warszawa,520000,51.0
Stare Miasto Naramowice ul Karpia 27,Poznań,439360,68.65
PragaPołudnie Gocław Samolotowa,Warszawa,528000,63.5
Stare Miasto ul Długa 24,Kraków,602516,29.22
Nowa Huta Tysiąclecia,Kraków,390000,47.3
Stare Miasto,Kraków,375000,24.5
Mokotów Bruna,Warszawa,639000,48.8
Prądnik Czerwony Reduta,Kraków,2400000,194.0
Ochota ul Leżajska,Warszawa,488000,46.0
Śródmieście ul Mazowiecka,Warszawa,599000,39.0
Jeżyce Podolany,Poznań,297000,31.65
Podgórze ul Stanisława Klimeckiego,Kraków,549000,50.8
Targówek,Warszawa,425000,46.0
Grunwald,Poznań,277000,33.08
Podgórze Zabłocie Stanisława Klimeckiego,Kraków,599000,61.11
Nowe Miasto Główna Smolna 10,Poznań,415350,58.5
BieżanówProkocim Bieżanów,Kraków,369864,51.37
Nowa Huta,Kraków,440000,56.0
Zwierzyniec Wola Justowska,Kraków,785000,67.74
Prądnik Czerwony,Kraków,311054,22.0
Bronowice,Kraków,1085500,83.09
Stare Miasto Kazimierz,Kraków,999999,78.78
Mokotów Józefa Piusa Dziekońskiego,Warszawa,420000,35.0
Grunwald Jeleniogórska 13,Poznań,398726,54.62
Ochota Rakowiec,Warszawa,650000,62.0
Stare Miasto Naramowice ul Czarnucha,Poznań,276743,38.33
Grzegórzki Olsza ul Śliczna,Kraków,666750,63.5
Wola ul Jana Kazimierza,Warszawa,695000,39.0
PragaPołudnie Gocław,Warszawa,575280,55.84
Bieńczyce,Kraków,399000,47.0
Jeżyce ul św Wawrzyńca 11,Poznań,269951,27.83
Śródmieście Pańska,Warszawa,555000,37.0
Prądnik Czerwony ul Promienistych,Kraków,668390,75.1
PragaPołudnie Gocław,Warszawa,474300,44.46
Bronowice Sosnowiecka,Kraków,715000,70.24
Nowe Miasto Rataje,Poznań,387000,46.0
Dębniki ul Kobierzyńska,Kraków,499000,45.14
Nowe Miasto Rataje,Poznań,776900,103.93
Podgórze Duchackie Wola Duchacka,Kraków,543120,67.89
Nowa Huta os Złotego Wieku,Kraków,445000,59.0
Dębniki Jana Brożka,Kraków,369000,30.0
Białołęka,Warszawa,340964,41.08
Podgórze Płaszów Lipska,Kraków,570000,78.0
Śródmieście Powiśle,Warszawa,375000,26.0
Zwierzyniec Podłącze,Kraków,1084910,94.34
Podgórze Zabłocie Lwowska,Kraków,850000,96.0
Wawer Marysin Wawerski,Warszawa,849000,107.0
Prądnik Czerwony Promienistych,Kraków,606001,68.09
Mokotów Służewiec Wincentego Rzymowskiego,Warszawa,1139777,120.0
Nowa Huta Osiedle Wysokie,Kraków,416000,57.57
Grzegórzki ul Grzegórzecka,Kraków,414700,31.9
Bemowo Chrzanów gen Meriana C Coopera,Warszawa,999999,106.2
Grunwald Jeleniogórska 13,Poznań,747419,94.61
Włochy Stare Włochy ul Krańcowa,Warszawa,639000,59.0
Grzegórzki Mogilska,Kraków,569000,48.69
PragaPołudnie Gocław al J NowakaJeziorańskiego,Warszawa,504000,45.0
Stare Miasto,Kraków,2430000,100.3
Wilda Dębiec,Poznań,270000,45.0
Grunwald Jeleniogórska,Poznań,381000,48.37
Podgórze Płaszów Koszykarska,Kraków,415000,32.0
Ursynów Kłobucka,Warszawa,737352,63.6
Targówek Bródno Simona Bolivara,Warszawa,570000,54.46
Mokotów Górny Mokotów ul Racławicka,Warszawa,576000,37.0
Wilanów,Warszawa,1600000,111.0
Mistrzejowice,Kraków,832195,91.45
Wola Kacza,Warszawa,719000,62.0
Bemowo Batalionów Chłopskich,Warszawa,402490,36.59
Bronowice Na Błonie,Kraków,415000,42.0
Jeżyce Podolany Szarych Szeregów,Poznań,264000,36.6
Mokotów Złoty Potok jurajska,Warszawa,435000,39.4
Mistrzejowice ul Piasta Kołodzieja,Kraków,452790,55.9
Rembertów ul Chełmżyńska,Warszawa,599000,150.0
Grunwald Ławica Bułgarska,Poznań,579544,88.48
Dębniki KlinyZacisze Zawiła,Kraków,465800,68.5
Dębniki Kapelanka,Kraków,619000,56.0
Podgórze Duchackie Wola Duchacka ul Pszenna,Kraków,359000,45.77
Białołęka ul Skarbka z Gór,Warszawa,600000,77.6
Bieńczyce,Kraków,325000,37.0
Wilda Dębiec,Poznań,320000,49.0
Krowodrza,Kraków,989175,82.5
Mistrzejowice os Oświecenia,Kraków,480000,53.28
Prądnik Biały,Kraków,952000,78.0
Włochy Stare Włochy,Warszawa,667000,58.58
Jeżyce Winiary ul Piątkowska,Poznań,556875,67.5
PragaPołudnie,Warszawa,1112760,101.16
Ursus,Warszawa,549000,57.0
Podgórze Duchackie Kurdwanów Kordiana,Kraków,599000,81.37
Jeżyce Winiary Piątkowska,Poznań,630000,68.0
Nowa Huta Czyżyny ul Centralna,Kraków,476094,64.78
Włochy ul Czesława Tańskiego,Warszawa,530000,54.2
PragaPołudnie Grochowska,Warszawa,311361,32.37
Wola ul Okopowa,Warszawa,385000,35.0
Dębniki Rzemieślnicza,Kraków,639000,64.89
Wzgórza Krzesławickie,Kraków,399000,47.0
Białołęka ul Skarbka z Gór,Warszawa,289000,33.0
Wola,Warszawa,300000,21.0
Podgórze Duchackie Wola Duchacka Walerego Sławka,Kraków,719000,88.74
Śródmieście Aleja 29 Listopada,Kraków,206111,13.44
Grzegórzki ul Fabryczna,Kraków,725625,58.05
Ursus Edwarda Habicha,Warszawa,404999,44.63
